Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Season,Production
xyz,20,21,Wind,201.0,Tuesday,Summer,-100
1/3/2025,14,15,Wind,3.0,Friday,Winter,5219
5/26/2025,6,7,Wind,146.0,Monday,Spring,5453
6/20/2020,20,21,Wind,172.0,Saturday,Summer,1472
4/24/2023,17,18,Wind,114.0,Monday,Spring,8130
8/21/2023,20,21,Wind,233.0,Monday,Summer,1191
4/16/2022,23,0,Wind,106.0,Saturday,Spring,8150
4/1/2024,19,20,Wind,92.0,Monday,Spring,9379
8/10/2024,2,3,Wind,223.0,Saturday,Summer,1755
12/4/2023,7,8,Wind,338.0,Monday,Winter,13712
9/16/2025,6,7,Wind,259.0,Tuesday,Fall,9715
3/5/2025,10,11,Solar,64.0,Wednesday,Spring,8585
xyz,16,17,Solar,86.0,Monday,Spring,40000
6/13/2024,21,22,Wind,165.0,Thursday,Summer,5123
8/23/2025,21,22,Wind,235.0,Saturday,Summer,2569
7/10/2023,3,4,Wind,191.0,Monday,Summer,1054
8/10/2022,5,6,Wind,222.0,Wednesday,Summer,5582
1/21/2023,19,20,Wind,21.0,Saturday,Winter,8905
7/2/2024,21,22,Wind,184.0,Tuesday,Summer,3140
2/11/2025,0,1,Wind,42.0,Tuesday,Winter,6544
12/22/2021,6,7,Wind,356.0,Wednesday,Winter,2824
3/28/2025,20,21,Wind,87.0,Friday,Spring,8242
12/1/2022,23,0,Wind,335.0,Thursday,Winter,2895
11/16/2021,19,20,Wind,320.0,Tuesday,Fall,1157
12/22/2023,12,13,Wind,356.0,Friday,Winter,19987
5/2/2023,18,19,Wind,122.0,Tuesday,Spring,7162
1/14/2022,5,6,Wind,14.0,Friday,Winter,1127
4/3/2025,23,0,Wind,93.0,Thursday,Spring,6528
5/15/2024,16,17,Solar,136.0,Wednesday,Spring,5901
8/26/2024,16,17,Solar,239.0,Monday,Summer,8375
1/14/2025,11,12,Solar,14.0,Tuesday,Winter,6088
4/29/2023,15,16,Solar,119.0,Saturday,Spring,4800
5/22/2025,14,15,Solar,142.0,Thursday,Spring,6175
8/22/2022,19,20,Wind,234.0,xyz,Summer,40000
12/17/2022,16,17,Wind,351.0,Saturday,Winter,2347
2/4/2021,17,18,Wind,35.0,Thursday,Winter,2798
11/24/2024,20,21,Wind,329.0,Sunday,Fall,19513
10/18/2024,0,1,Wind,292.0,Friday,Fall,4798
11/17/2024,2,3,Wind,322.0,Sunday,Fall,4894
5/14/2024,17,18,Wind,135.0,Tuesday,Spring,6999
9/5/2025,5,6,Wind,248.0,Friday,Fall,3073
8/9/2025,5,6,Wind,221.0,Saturday,Summer,1061
8/23/2020,20,xyz,Wind,236.0,,Summer,3074
9/23/2021,1,2,Wind,266.0,Thursday,Fall,40000
8/31/2024,3,4,Wind,244.0,Saturday,Summer,4579
3/1/2021,20,21,Wind,60.0,Monday,Spring,4546
9/3/2021,22,23,Wind,246.0,Friday,Fall,1704
6/18/2023,7,8,Wind,169.0,Sunday,Summer,2716
2/1/2020,18,19,Wind,32.0,Saturday,Winter,10703
10/12/2023,13,14,Solar,285.0,Thursday,Fall,9093
7/21/2023,22,23,Wind,202.0,Friday,Summer,3097
11/25/2024,12,13,Wind,330.0,Monday,Fall,12182
02/27/2028,12,13,Solar,300.0,Wednesday,Fall,-100
4/17/2021,23,0,Wind,107.0,Saturday,Spring,5520
8/13/2024,0,1,Wind,226.0,Tuesday,Summer,1600
5/21/2023,9,10,Wind,141.0,Sunday,Spring,5307
8/19/2024,14,15,Solar,232.0,Monday,Summer,9521
8/5/2023,5,6,Wind,217.0,Saturday,Summer,2691
9/7/2023,1,2,Wind,250.0,Thursday,Fall,2893
12/22/2021,9,10,Wind,356.0,Wednesday,Winter,3623
7/6/2022,20,21,Wind,187.0,Wednesday,Summer,3478
5/6/2025,2,3,Wind,126.0,Tuesday,Spring,10973
02/27/2028,21,xyz,Wind,99.0,Friday,xyz,-100
12/4/2020,10,11,Wind,339.0,Friday,Winter,7773
8/4/2020,19,20,Wind,217.0,Tuesday,Summer,2445
6/8/2021,1,2,Wind,159.0,Tuesday,xyz,1148
8/25/2023,4,5,Wind,237.0,Friday,Summer,2460
12/2/2021,21,22,Wind,336.0,Thursday,Winter,4111
3/29/2023,12,13,Solar,88.0,Wednesday,Spring,9902
10/14/2021,8,9,Wind,287.0,Thursday,Fall,2391
6/22/2025,8,9,Wind,173.0,Sunday,Summer,4620
6/1/2021,2,3,Wind,152.0,Tuesday,Summer,5282
7/28/2022,20,21,Wind,209.0,Thursday,Summer,1737
02/27/2028,xyz,22,Wind,304.0,Wednesday,Fall,40000
02/27/2028,9,10,Wind,xyz,Wednesday,Winter,40000
2/6/2023,12,13,Solar,37.0,Monday,Winter,9036
6/23/2024,xyz,xyz,Solar,175.0,Sunday,Summer,40000
10/5/2024,20,21,Wind,279.0,Saturday,Fall,7671
3/16/2025,9,10,Wind,75.0,Sunday,Spring,9888
6/4/2022,21,22,Wind,155.0,Saturday,Summer,4362
6/27/2020,6,7,Wind,179.0,Saturday,Summer,3501
3/16/2020,20,21,Wind,76.0,Monday,Spring,1348
1/10/2021,10,11,Wind,10.0,Sunday,Winter,4394
6/2/2020,11,12,Solar,154.0,Tuesday,Summer,3384
xyz,,12,xyz,240.0,Thursday,Summer,4553
9/29/2022,21,22,Wind,272.0,xyz,Fall,1181
02/27/2028,13,14,Solar,166.0,Wednesday,Summer,-100
5/17/2021,12,13,Wind,137.0,Monday,Spring,15300
2/15/2025,4,5,Wind,46.0,Saturday,Winter,5875
12/7/2020,5,6,Wind,342.0,Monday,Winter,910
7/29/2025,19,20,Wind,210.0,Tuesday,Summer,5792
6/23/2023,15,16,,174.0,Friday,Summer,7976
8/24/2024,3,4,Wind,237.0,Saturday,Summer,6102
4/14/2021,15,16,Wind,104.0,Wednesday,Spring,9278
3/9/2024,0,1,Wind,69.0,Saturday,Spring,11075
7/5/2024,2,3,xyz,187.0,Friday,xyz,40000
02/27/2028,15,16,Wind,46.0,Saturday,Winter,-100
7/30/2022,14,15,Solar,211.0,Saturday,Summer,7363
11/6/2020,22,23,Wind,311.0,Friday,Fall,7139
02/27/2028,3,4,Wind,134.0,Monday,Spring,-100
1/16/2024,1,2,Wind,16.0,Tuesday,Winter,2010
4/22/2024,11,12,Solar,113.0,Monday,Spring,11915
9/15/2024,22,23,Wind,259.0,Sunday,Fall,4322
10/23/2024,18,19,Wind,297.0,Wednesday,Fall,2844
02/27/2028,17,18,Solar,142.0,Tuesday,Spring,-100
9/5/2023,0,1,Wind,248.0,Tuesday,Fall,7414
11/2/2020,22,23,Wind,307.0,Monday,Fall,4458
8/1/2024,13,14,Solar,214.0,Thursday,Summer,7736
8/29/2023,0,1,Wind,241.0,Tuesday,Summer,2934
9/3/2021,7,8,Wind,246.0,Friday,Fall,2116
8/28/2024,13,14,Solar,241.0,Wednesday,Summer,10829
2/16/2024,1,2,Wind,47.0,Friday,Winter,10687
5/8/2021,22,23,Wind,128.0,Saturday,Spring,5551
6/26/2022,0,1,Wind,177.0,Sunday,Summer,2699
2/1/2021,5,6,Wind,32.0,Monday,Winter,40000
10/21/2022,14,15,Wind,294.0,Friday,Fall,9441
8/5/2020,4,5,,218.0,xyz,Summer,1018
6/18/2024,17,18,Solar,170.0,Tuesday,Summer,6244
8/19/2025,10,11,Solar,231.0,Tuesday,Summer,4540
2/1/2025,23,0,Wind,32.0,Saturday,Winter,3977
5/27/2024,15,16,Wind,148.0,Monday,Spring,8313
2/28/2024,3,4,Wind,59.0,Wednesday,Winter,3223
12/23/2022,20,21,Wind,357.0,Friday,Winter,12401
3/31/2023,11,12,Wind,90.0,Friday,Spring,20332
8/2/2023,18,19,Wind,214.0,xyz,Summer,18182
2/9/2023,11,12,Solar,40.0,Thursday,Winter,5239
10/7/2022,11,12,Solar,280.0,Friday,Fall,4853
3/15/2020,1,2,Wind,75.0,Sunday,Spring,3727
10/15/2023,18,19,Wind,288.0,Sunday,Fall,3213
8/7/2023,15,16,Solar,219.0,Monday,Summer,9917
10/7/2021,16,17,Solar,280.0,Thursday,Fall,4917
6/15/2020,4,5,Wind,167.0,Monday,Summer,2126
3/15/2025,10,11,Wind,74.0,Saturday,Spring,15859
10/19/2025,2,3,Wind,292.0,Sunday,Fall,6818
7/2/2021,8,9,Solar,183.0,Friday,Summer,1628
10/24/2023,13,14,Wind,297.0,Tuesday,Fall,9197
5/12/2024,6,7,Wind,133.0,Sunday,Spring,3904
9/19/2025,13,14,Solar,262.0,Friday,Fall,12989
8/31/2020,13,xyz,Solar,244.0,Monday,Summer,4731
10/2/2020,14,15,Wind,276.0,Friday,Fall,6441
10/2/2023,5,6,Wind,275.0,Monday,Fall,2482
9/29/2020,4,5,Wind,273.0,Tuesday,Fall,1974
5/31/2021,15,16,Solar,151.0,Monday,Spring,7096
1/12/2024,10,11,Wind,12.0,Friday,Winter,7101
5/23/2023,7,8,Wind,143.0,Tuesday,Spring,6042
3/5/2024,19,20,Wind,65.0,Tuesday,Spring,3141
9/18/2021,2,3,Wind,261.0,Saturday,Fall,1168
5/26/2021,19,20,Wind,146.0,Wednesday,Spring,4996
7/9/2022,1,2,Wind,190.0,Saturday,Summer,3653
3/17/2023,23,0,Wind,76.0,Friday,Spring,40000
10/5/2021,14,15,Wind,278.0,Tuesday,Fall,12713
8/5/2021,17,18,Wind,217.0,Thursday,Summer,9475
2/7/2023,11,12,Wind,38.0,Tuesday,Winter,9517
02/27/2028,xyz,7,Wind,xyz,Tuesday,Winter,-100
7/13/2024,23,0,Wind,195.0,Saturday,Summer,334
10/15/2023,15,16,Solar,288.0,Sunday,Fall,6957
5/11/2022,6,7,Wind,131.0,,Spring,40000
xyz,6,7,xyz,182.0,Saturday,Summer,7665
1/12/2024,1,2,Wind,12.0,Friday,Winter,6624
9/17/2025,19,20,Wind,260.0,Wednesday,Fall,3567
8/14/2025,3,4,Wind,226.0,Thursday,Summer,2267
11/2/2023,7,8,Wind,306.0,Thursday,Fall,15300
12/2/2021,5,6,Wind,336.0,Thursday,Winter,6952
9/19/2021,22,23,Wind,262.0,Sunday,Fall,2332
3/7/2020,13,14,Wind,67.0,Saturday,Spring,5851
6/6/2025,8,9,Wind,157.0,Friday,Summer,7508
6/12/2022,18,19,Wind,163.0,Sunday,Summer,5222
11/30/2021,8,9,Wind,334.0,Tuesday,Fall,11135
5/5/2024,1,2,Wind,126.0,Sunday,Spring,3256
11/18/2023,23,0,Wind,322.0,Saturday,Fall,11947
2/21/2021,12,13,Wind,52.0,Sunday,Winter,9016
4/20/2022,5,6,Wind,110.0,Wednesday,Spring,4689
8/1/2025,8,9,Solar,213.0,Friday,Summer,3518
11/12/2020,3,4,Wind,317.0,Thursday,Fall,7385
2/27/2022,4,5,Wind,58.0,Sunday,Winter,8949
xyz,23,0,Wind,23.0,Sunday,Winter,3658
7/23/2022,16,17,Solar,204.0,Saturday,Summer,6197
1/19/2024,2,3,Wind,19.0,Friday,Winter,2193
8/6/2023,22,23,Wind,218.0,Sunday,Summer,5369
7/28/2024,6,7,Wind,210.0,Sunday,Summer,2348
4/4/2025,6,7,Wind,94.0,Friday,Spring,6856
6/6/2025,18,19,Wind,157.0,Friday,Summer,10880
8/15/2022,9,10,Wind,227.0,Monday,Summer,4944
1/13/2022,1,2,Wind,13.0,Thursday,Winter,3054
4/21/2023,18,19,Solar,111.0,Friday,Spring,4021
12/18/2020,5,6,Wind,353.0,Friday,Winter,5793
02/27/2028,20,xyz,Wind,183.0,Wednesday,Summer,-100
xyz,10,11,Solar,177.0,Saturday,Summer,40000
4/1/2021,15,16,Solar,91.0,Thursday,Spring,6405
4/29/2024,1,2,Wind,120.0,Monday,Spring,2419
xyz,3,4,Wind,9.0,Saturday,Winter,2353
xyz,19,20,Wind,347.0,Thursday,Winter,3528
02/27/2028,0,1,Wind,117.0,Friday,Spring,-100
8/21/2025,18,19,Wind,233.0,Thursday,Summer,9974
6/14/2020,20,21,Wind,166.0,Sunday,Summer,1888
,10,11,Wind,324.0,Sunday,xyz,-100
7/31/2023,22,23,Wind,212.0,Monday,Summer,10752
3/2/2020,13,14,Wind,62.0,Monday,Spring,7175
8/25/2024,2,3,Wind,238.0,Sunday,Summer,6839
4/26/2023,15,16,Solar,116.0,xyz,Spring,4624
11/20/2025,4,5,Wind,324.0,Thursday,Fall,7695
10/16/2022,xyz,xyz,Wind,289.0,Sunday,Fall,40000
11/5/2024,8,9,Wind,310.0,Tuesday,Fall,2186
7/8/2020,10,11,Solar,190.0,Wednesday,Summer,5097
1/15/2022,21,22,Wind,15.0,Saturday,Winter,1036
11/28/2021,21,22,Wind,332.0,Sunday,Fall,5528
1/28/2023,16,17,Wind,28.0,Saturday,Winter,4875
11/29/2025,21,22,Wind,333.0,Saturday,Fall,7062
2/12/2025,11,12,,43.0,Wednesday,Winter,3734
02/27/2028,2,3,Wind,319.0,Saturday,Fall,-100
5/18/2023,5,6,Wind,138.0,Thursday,Spring,5769
1/25/2021,2,3,Wind,25.0,Monday,Winter,6191
3/15/2022,18,19,Wind,74.0,Tuesday,Spring,2580
4/13/2022,6,7,Wind,103.0,Wednesday,Spring,1107
1/14/2022,8,9,Wind,14.0,Friday,Winter,891
4/7/2023,20,21,Wind,97.0,Friday,Spring,2704
10/23/2025,,3,Wind,296.0,Thursday,Fall,40000
9/27/2022,2,3,Wind,270.0,Tuesday,Fall,6928
2/16/2020,22,23,Wind,47.0,Sunday,Winter,11230
4/7/2021,3,4,Wind,97.0,Wednesday,Spring,4251
1/11/2020,13,14,Wind,11.0,xyz,,6243
02/27/2028,12,13,Solar,34.0,Monday,Winter,-100
1/31/2021,13,14,Wind,31.0,Sunday,Winter,4830
7/9/2024,21,22,Wind,191.0,Tuesday,Summer,2789
7/19/2023,4,5,Wind,200.0,Wednesday,Summer,2823
02/27/2028,19,20,Wind,151.0,Monday,Spring,-100
2/15/2023,10,11,Solar,46.0,Wednesday,Winter,6270
5/29/2022,9,,Solar,149.0,Sunday,Spring,7338
11/18/2025,13,14,Solar,322.0,Tuesday,Fall,8521
6/6/2024,22,23,Wind,158.0,Thursday,Summer,2561
6/18/2024,,5,Wind,170.0,Tuesday,Summer,2793
4/14/2020,16,17,Wind,105.0,Tuesday,Spring,8019
8/23/2021,17,18,Wind,235.0,Monday,Summer,7555
4/28/2021,6,7,Wind,,Wednesday,Spring,857
3/10/2022,17,18,Wind,69.0,Thursday,Spring,4799
5/22/2023,0,1,Wind,142.0,Monday,Spring,3806
9/19/2021,15,16,Solar,262.0,Sunday,Fall,5286
9/6/2024,9,10,Wind,250.0,Friday,Fall,4227
1/8/2024,23,0,Wind,8.0,Monday,Winter,40000
5/20/2025,21,22,Wind,140.0,Tuesday,Spring,5566
6/10/2025,22,23,Wind,161.0,Tuesday,Summer,1822
9/18/2024,16,17,Wind,262.0,Wednesday,Fall,16325
5/23/2021,20,21,xyz,143.0,,Spring,6519
10/5/2024,23,0,Wind,279.0,Saturday,Fall,8967
5/24/2023,5,6,Wind,144.0,Wednesday,Spring,6672
11/1/2022,16,17,Wind,305.0,Tuesday,Fall,11364
xyz,0,1,xyz,67.0,Saturday,Spring,-100
02/27/2028,14,15,Wind,,xyz,Winter,-100
3/16/2023,20,21,Wind,75.0,Thursday,Spring,10081
4/20/2023,13,14,Wind,110.0,Thursday,Spring,12448
1/25/2022,17,18,Solar,25.0,Tuesday,Winter,267
10/23/2023,7,8,Wind,296.0,Monday,Fall,7522
11/2/2024,13,14,Solar,307.0,Saturday,Fall,7954
7/28/2021,6,7,Wind,209.0,Wednesday,Summer,3178
3/26/2024,20,21,Wind,86.0,Tuesday,Spring,8261
12/10/2022,4,5,Wind,344.0,Saturday,Winter,1533
6/19/2023,11,12,Solar,170.0,Monday,Summer,5286
7/20/2021,11,12,Solar,201.0,Tuesday,Summer,6377
1/20/2023,20,21,Wind,20.0,Friday,Winter,5467
02/27/2028,6,7,Wind,307.0,xyz,Fall,40000
9/26/2021,6,7,Wind,269.0,Sunday,Fall,2281
3/25/2024,23,0,Wind,85.0,Monday,Spring,8777
3/17/2023,1,2,Wind,76.0,Friday,Spring,8075
6/24/2025,21,22,Wind,175.0,Tuesday,Summer,1094
6/4/2023,10,11,Solar,155.0,Sunday,Summer,7001
10/2/2025,9,10,Solar,275.0,Thursday,Fall,5424
4/8/2022,2,3,Wind,98.0,Friday,Spring,7881
12/24/2023,15,16,Wind,358.0,Sunday,Winter,17075
6/12/2022,8,9,Solar,163.0,Sunday,Summer,3007
12/27/2023,12,13,Wind,361.0,Wednesday,Winter,13912
1/14/2022,2,3,Wind,14.0,Friday,Winter,1410
1/29/2025,9,10,Wind,29.0,Wednesday,Winter,13368
5/6/2024,6,7,Wind,127.0,Monday,Spring,3361
5/11/2025,18,19,Wind,131.0,Sunday,Spring,6079
10/4/2020,16,17,Wind,278.0,Sunday,Fall,11664
4/17/2021,4,5,Wind,107.0,Saturday,Spring,4834
5/27/2025,2,3,Wind,147.0,Tuesday,Spring,6782
4/23/2023,0,1,Wind,113.0,Sunday,Spring,6724
8/7/2020,23,0,Wind,220.0,Friday,Summer,2007
8/14/2020,14,15,Solar,227.0,Friday,Summer,4993
11/22/2024,1,2,Wind,327.0,Friday,Fall,6061
3/26/2021,9,10,Wind,85.0,Friday,Spring,5822
12/7/2024,15,16,Wind,342.0,Saturday,Winter,19810
5/19/2022,5,6,Wind,139.0,Thursday,Spring,3542
,19,20,Wind,197.0,Sunday,xyz,40000
6/8/2022,21,22,Wind,159.0,Wednesday,Summer,6976
12/27/2021,1,2,Wind,361.0,Monday,Winter,3966
6/29/2024,7,8,Wind,181.0,Saturday,Summer,4387
11/6/2023,20,21,Wind,310.0,Monday,Fall,9476
7/28/2020,17,18,Wind,210.0,Tuesday,Summer,6769
12/23/2024,2,3,Wind,358.0,Monday,Winter,17302
10/13/2021,20,21,Wind,286.0,Wednesday,Fall,2169
3/22/2024,8,9,Solar,82.0,Friday,Spring,4072
10/30/2025,6,7,Wind,303.0,Thursday,Fall,4783
12/1/2021,21,22,Wind,335.0,Wednesday,Winter,5719
2/13/2024,9,10,Wind,44.0,Tuesday,Winter,7108
4/26/2023,18,19,Solar,116.0,Wednesday,Spring,2020
6/10/2024,21,22,,162.0,Monday,xyz,4062
4/29/2025,0,1,Wind,119.0,Tuesday,Spring,6877
10/6/2020,11,12,Wind,280.0,Tuesday,xyz,11671
12/24/2024,4,5,Wind,359.0,Tuesday,Winter,3896
7/6/2022,5,6,Wind,187.0,Wednesday,Summer,2998
6/10/2023,9,10,Solar,161.0,Saturday,Summer,4098
5/15/2021,4,5,Wind,135.0,Saturday,Spring,4140
2/20/2020,8,9,Wind,51.0,Thursday,Winter,7848
10/28/2021,2,3,Wind,301.0,Thursday,Fall,4894
12/23/2022,18,19,Wind,357.0,Friday,Winter,13842
9/12/2020,12,13,Solar,256.0,Saturday,Fall,4331
4/27/2025,xyz,6,Wind,117.0,xyz,Spring,4156
02/27/2028,xyz,19,Wind,242.0,Wednesday,Summer,-100
10/2/2023,16,17,Solar,275.0,Monday,Fall,7676
6/2/2025,8,9,Wind,153.0,Monday,Summer,2742
6/20/2022,18,19,Wind,171.0,Monday,Summer,40000
9/14/2020,7,8,Wind,258.0,Monday,Fall,2828
,15,16,Solar,xyz,Thursday,Spring,-100
4/8/2025,11,12,Solar,98.0,Tuesday,Spring,9010
9/14/2020,9,10,Wind,258.0,Monday,Fall,3828
11/19/2020,11,12,Wind,324.0,Thursday,Fall,10362
4/2/2024,4,5,Wind,93.0,Tuesday,Spring,13180
2/17/2021,13,14,Wind,48.0,Wednesday,Winter,11476
7/12/2020,10,11,Solar,194.0,Sunday,Summer,4498
2/9/2022,9,xyz,Wind,40.0,Wednesday,Winter,4407
4/29/2021,11,12,Wind,119.0,Thursday,Spring,3791
1/11/2024,14,15,Wind,11.0,Thursday,Winter,8407
8/27/2023,2,3,Wind,239.0,Sunday,Summer,1781
12/4/2021,15,16,Wind,338.0,Saturday,Winter,12295
7/21/2025,6,7,Wind,202.0,Monday,Summer,11030
5/26/2022,12,13,Solar,146.0,Thursday,Spring,6717
3/15/2020,8,9,Wind,75.0,Sunday,Spring,5982
8/6/2021,21,22,Wind,218.0,Friday,Summer,2893
8/29/2024,5,xyz,Wind,,Thursday,xyz,2083
5/29/2020,10,11,Solar,150.0,Friday,Spring,5407
9/20/2021,2,3,Wind,263.0,Monday,Fall,1783
10/20/2023,17,18,Wind,293.0,Friday,Fall,6907
4/5/2021,3,4,Wind,95.0,Monday,Spring,3346
8/16/2020,0,1,Wind,229.0,Sunday,Summer,1831
5/19/2020,10,11,Solar,140.0,Tuesday,Spring,4412
12/2/2020,18,19,Wind,337.0,Wednesday,Winter,1702
11/30/2024,13,14,Solar,335.0,Saturday,Fall,4668
3/11/2021,10,11,Wind,70.0,Thursday,Spring,15343
2/21/2024,15,16,Wind,52.0,Wednesday,Winter,15550
02/27/2028,1,2,Wind,xyz,Thursday,Fall,-100
10/12/2021,17,18,Wind,285.0,Tuesday,Fall,5195
xyz,12,13,Solar,214.0,Monday,xyz,4915
2/2/2025,20,21,Wind,33.0,Sunday,Winter,1338
12/4/2023,16,xyz,Wind,338.0,Monday,Winter,40000
3/23/2021,2,3,Wind,82.0,Tuesday,Spring,2209
8/29/2020,0,1,Wind,242.0,Saturday,Summer,3168
7/19/2022,17,18,Wind,200.0,Tuesday,Summer,8845
1/24/2025,12,13,Wind,24.0,Friday,Winter,20266
6/22/2024,3,4,Wind,174.0,Saturday,Summer,6081
8/21/2021,8,9,Wind,233.0,Saturday,Summer,2289
11/8/2023,15,16,Wind,312.0,Wednesday,Fall,16223
2/25/2025,1,2,Wind,56.0,Tuesday,Winter,3638
9/22/2022,19,20,Wind,265.0,Thursday,Fall,
6/1/2023,11,12,Solar,152.0,Thursday,Summer,8686
6/5/2022,4,5,Wind,156.0,Sunday,Summer,1412
8/16/2022,0,1,Wind,228.0,Tuesday,Summer,994
1/16/2025,16,17,Wind,16.0,Thursday,Winter,3827
3/22/2024,16,17,Solar,82.0,Friday,Spring,7952
7/28/2021,12,13,Wind,209.0,Wednesday,Summer,8959
5/28/2025,17,18,Wind,148.0,Wednesday,Spring,17702
1/3/2023,6,7,Wind,3.0,Tuesday,Winter,4994
12/10/2020,4,5,Wind,345.0,Thursday,Winter,5097
02/27/2028,,7,Wind,125.0,Friday,Spring,-100
7/1/2024,0,1,Wind,183.0,Monday,Summer,2760
1/3/2021,8,9,Wind,3.0,Sunday,Winter,1604
4/9/2024,6,7,Wind,100.0,Tuesday,Spring,13710
4/21/2024,7,8,Wind,112.0,Sunday,Spring,5871
11/24/2025,18,19,Wind,328.0,Monday,Fall,11448
9/25/2022,9,10,Wind,268.0,Sunday,Fall,3647
,7,8,Wind,341.0,Thursday,Winter,xyz
1/22/2025,11,12,Wind,22.0,Wednesday,Winter,6748
1/22/2024,5,6,Wind,22.0,Monday,Winter,16728
8/20/2024,7,8,Wind,233.0,Tuesday,Summer,3600
7/26/2025,4,5,Wind,207.0,Saturday,Summer,2368
12/29/2023,22,23,Wind,363.0,Friday,Winter,10568
4/30/2025,6,7,Wind,120.0,Wednesday,Spring,3827
3/20/2025,0,1,Wind,79.0,Thursday,Spring,6946
10/2/2020,8,9,Wind,276.0,Friday,Fall,9401
5/5/2025,7,8,Wind,125.0,Monday,Spring,9361
8/11/2020,16,17,Solar,224.0,Tuesday,Summer,3542
1/18/2023,18,19,Wind,18.0,Wednesday,Winter,5216
4/10/2024,7,8,Wind,101.0,Wednesday,Spring,3567
1/11/2025,4,xyz,Wind,11.0,Saturday,Winter,40000
12/19/2021,18,19,Wind,353.0,Sunday,Winter,3022
12/5/2022,7,8,Wind,339.0,xyz,xyz,40000
1/24/2024,8,9,Wind,24.0,Wednesday,Winter,15725
5/26/2024,22,23,Wind,147.0,Sunday,Spring,3079
8/13/2023,17,18,Solar,225.0,Sunday,Summer,6313
1/2/2024,5,6,Wind,2.0,Tuesday,Winter,17248
11/8/2020,8,9,Wind,313.0,Sunday,Fall,3916
10/14/2020,19,20,Wind,288.0,Wednesday,Fall,5394
10/29/2022,12,13,Wind,302.0,Saturday,Fall,9218
11/30/2023,20,21,Wind,334.0,Thursday,Fall,1743
1/9/2025,13,14,Wind,9.0,Thursday,Winter,13396
3/9/2020,23,0,Wind,69.0,Monday,Spring,9741
7/29/2023,1,2,Wind,210.0,Saturday,xyz,3618
2/25/2025,22,23,,56.0,Tuesday,Winter,11904
8/1/2022,18,19,Solar,213.0,Monday,Summer,3859
6/6/2022,8,9,Wind,157.0,Monday,Summer,3575
4/30/2023,4,5,Wind,120.0,Sunday,Spring,3814
5/3/2022,8,9,Wind,123.0,Tuesday,Spring,3293
10/14/2021,3,4,Wind,287.0,Thursday,Fall,1743
10/1/2023,11,12,Solar,274.0,Sunday,Fall,6703
1/29/2024,22,23,Wind,29.0,Monday,Winter,9034
9/25/2025,17,18,Wind,268.0,Thursday,Fall,4486
10/10/2024,6,7,Wind,284.0,Thursday,Fall,8274
7/27/2025,22,xyz,Wind,208.0,Sunday,Summer,3862
12/31/2022,11,12,Wind,365.0,Saturday,Winter,17264
7/25/2022,23,0,Wind,206.0,Monday,Summer,5596
7/29/2024,21,22,Wind,211.0,Monday,Summer,2404
11/18/2024,14,15,Wind,323.0,Monday,Fall,9122
02/27/2028,19,xyz,Wind,151.0,Thursday,xyz,-100
3/7/2022,12,13,Wind,66.0,Monday,Spring,10894
02/27/2028,23,xyz,Wind,29.0,Wednesday,xyz,-100
2/18/2024,12,13,Wind,49.0,Sunday,Winter,14825
12/25/2021,11,12,Solar,359.0,Saturday,Winter,2139
8/14/2025,9,10,Solar,226.0,Thursday,Summer,4159
9/25/2022,2,3,Wind,268.0,Sunday,Fall,2749
5/14/2023,21,22,Wind,134.0,Sunday,Spring,3817
1/5/2024,9,10,Wind,5.0,Friday,Winter,7892
10/15/2025,18,19,Wind,288.0,Wednesday,Fall,5526
5/15/2020,0,1,Wind,136.0,Friday,Spring,8261
9/22/2023,14,15,Wind,265.0,Friday,Fall,13152
02/27/2028,23,xyz,xyz,249.0,Tuesday,Fall,-100
7/29/2023,18,19,Wind,210.0,Saturday,Summer,9214
11/10/2024,17,18,Wind,315.0,Sunday,Fall,1524
10/4/2025,10,11,Wind,277.0,Saturday,Fall,19412
1/6/2021,19,20,Wind,6.0,Wednesday,Winter,495
5/3/2021,3,4,Wind,123.0,Monday,Spring,632
2/2/2022,6,7,Wind,33.0,Wednesday,Winter,7485
6/19/2022,16,17,Wind,170.0,Sunday,Summer,12018
10/6/2024,18,19,Wind,280.0,Sunday,Fall,8023
9/27/2021,11,12,Wind,270.0,Monday,Fall,10123
xyz,8,9,xyz,291.0,Wednesday,Fall,40000
6/19/2023,12,13,Solar,170.0,Monday,Summer,6321
5/18/2024,6,7,Wind,139.0,Saturday,Spring,761
10/7/2020,12,13,Wind,281.0,Wednesday,Fall,8717
5/14/2025,10,11,Solar,,Wednesday,Spring,40000
02/27/2028,12,xyz,Solar,148.0,Monday,Spring,40000
3/24/2022,14,15,Solar,83.0,Thursday,Spring,6833
02/27/2028,20,21,Wind,49.0,,Winter,-100
8/15/2021,2,3,Wind,227.0,Sunday,Summer,1057
5/9/2021,19,20,Wind,129.0,Sunday,Spring,9742
9/26/2025,6,7,Wind,269.0,Friday,Fall,990
4/3/2022,1,2,Wind,93.0,Sunday,Spring,5119
10/30/2020,14,15,Wind,304.0,Friday,Fall,6293
4/3/2024,23,0,Wind,94.0,Wednesday,Spring,11683
5/13/2023,9,10,Wind,133.0,Saturday,Spring,6102
12/20/2022,11,12,Wind,354.0,Tuesday,Winter,11990
02/27/2028,7,8,Wind,113.0,Friday,Spring,-100
12/22/2021,20,21,Wind,356.0,Wednesday,Winter,5561
