Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Production
10/27/2025,14,15,Wind,300,Monday,October,20967
2/7/2020,17,18,Wind,38,Friday,February,4172
9/3/2025,1,2,Wind,246,Wednesday,September,12295
7/26/2022,13,14,Solar,207,Tuesday,July,7084
12/8/2024,19,20,Wind,343,Sunday,December,14886
1/2/2025,15,16,Wind,2,Thursday,January,3435
9/9/2022,19,20,Wind,252,Friday,September,7979
2/25/2024,15,16,Wind,56,Sunday,February,13148
9/24/2022,6,7,Wind,267,Saturday,September,1108
10/1/2025,5,6,Wind,274,Wednesday,October,1769
8/25/2020,14,15,Wind,238,Tuesday,August,13085
1/23/2023,11,12,Wind,23,Monday,January,6692
8/23/2021,20,21,Wind,235,Monday,August,4873
11/30/2020,6,7,Wind,335,Monday,November,1235
1/12/2020,19,20,Wind,12,Sunday,January,4303
7/25/2021,13,14,Solar,206,Sunday,July,7252
2/29/2024,12,13,Wind,60,Thursday,February,12854
12/27/2021,12,13,Wind,361,Monday,December,10145
2/26/2022,7,8,Wind,57,Saturday,February,4329
2/21/2023,7,8,Wind,52,Tuesday,February,1613
3/22/2021,0,1,Wind,81,Monday,March,5678
6/2/2023,14,15,Solar,153,Friday,June,10536
11/7/2025,16,17,Wind,311,Friday,November,4010
2/10/2021,8,9,Wind,41,Wednesday,February,7651
5/8/2022,15,16,Solar,128,Sunday,May,7290
3/9/2024,13,14,Wind,69,Saturday,March,14136
2/17/2020,7,8,Wind,48,Monday,February,6993
5/10/2021,8,9,Wind,130,Monday,May,7430
2/12/2025,17,18,Wind,43,Wednesday,February,612
8/20/2021,22,23,Wind,232,Friday,August,1231
5/21/2020,18,19,Solar,142,Thursday,May,2130
4/27/2025,1,2,Wind,117,Sunday,April,4528
6/10/2020,11,12,Solar,162,Wednesday,June,3775
4/18/2022,1,2,Wind,108,Monday,April,5657
6/17/2024,4,5,Wind,169,Monday,June,2573
3/12/2022,20,21,Wind,71,Saturday,March,8929
6/25/2023,15,16,Solar,176,Sunday,June,8719
6/3/2025,4,5,Wind,154,Tuesday,June,1399
3/27/2020,8,9,Wind,87,Friday,March,3506
9/12/2024,10,11,Solar,256,Thursday,September,6398
2/3/2022,7,8,Wind,34,Thursday,February,3115
8/22/2021,8,9,Wind,234,Sunday,August,4099
7/18/2020,16,17,Solar,200,Saturday,July,4257
3/23/2022,12,13,Solar,82,Wednesday,March,7887
1/17/2024,21,22,Wind,17,Wednesday,January,6865
7/14/2023,18,19,Wind,195,Friday,July,14007
9/4/2020,15,16,Solar,248,Friday,September,4942
4/6/2025,5,6,Wind,96,Sunday,April,8733
6/17/2025,22,23,Wind,168,Tuesday,June,3146
11/13/2021,7,8,Wind,317,Saturday,November,5328
8/5/2025,3,4,Wind,217,Tuesday,August,2495
4/27/2025,6,7,Wind,117,Sunday,April,3765
11/22/2025,10,11,Wind,326,Saturday,November,10179
5/10/2024,20,21,Wind,131,Friday,May,4243
1/5/2024,7,8,Wind,5,Friday,January,8635
12/15/2021,10,11,Wind,349,Wednesday,December,3161
1/7/2024,0,1,Wind,7,Sunday,January,7107
9/4/2021,4,5,Wind,247,Saturday,September,959
9/7/2022,3,4,Wind,250,Wednesday,September,2716
8/9/2025,20,21,Wind,221,Saturday,August,4899
8/15/2021,6,7,Wind,227,Sunday,August,1023
5/14/2023,13,14,Solar,134,Sunday,May,7630
5/29/2021,23,0,Wind,149,Saturday,May,5747
12/1/2024,20,21,Wind,336,Sunday,December,7621
2/19/2020,17,18,Wind,50,Wednesday,February,4251
11/18/2021,21,22,Wind,322,Thursday,November,1299
2/18/2025,16,17,Wind,49,Tuesday,February,8247
7/18/2022,1,2,Wind,199,Monday,July,4386
10/1/2022,2,3,Wind,274,Saturday,October,13863
5/7/2021,19,20,Wind,127,Friday,May,1744
9/17/2025,7,8,Wind,260,Wednesday,September,3079
5/26/2021,8,9,Wind,146,Wednesday,May,8241
11/20/2021,6,7,Wind,324,Saturday,November,1355
10/7/2021,0,1,Wind,280,Thursday,October,2137
8/28/2025,20,21,Wind,240,Thursday,August,6033
11/15/2024,11,12,Solar,320,Friday,November,5983
1/10/2023,23,0,Wind,10,Tuesday,January,14747
8/27/2022,20,21,Wind,239,Saturday,August,2811
11/30/2021,6,7,Wind,334,Tuesday,November,10326
7/6/2025,17,18,Wind,187,Sunday,July,13293
6/22/2021,19,20,Wind,173,Tuesday,June,4526
12/29/2021,2,3,Wind,363,Wednesday,December,8346
10/4/2023,22,23,Wind,277,Wednesday,October,1502
4/24/2020,4,5,Wind,115,Friday,April,530
5/15/2022,3,4,Wind,135,Sunday,May,4034
2/5/2024,3,4,Wind,36,Monday,February,7125
12/15/2023,18,19,Wind,349,Friday,December,1714
7/30/2025,17,18,Solar,211,Wednesday,July,8427
1/25/2024,18,19,Wind,25,Thursday,January,5051
4/15/2021,18,19,Wind,105,Thursday,April,6703
8/2/2023,14,15,Wind,214,Wednesday,August,20606
11/5/2022,0,1,Wind,309,Saturday,November,3640
10/11/2025,11,12,Solar,284,Saturday,October,8809
3/30/2025,16,17,Wind,89,Sunday,March,7433
10/27/2025,18,19,Wind,300,Monday,October,10415
12/14/2023,13,14,Wind,348,Thursday,December,6704
8/21/2025,21,22,Wind,233,Thursday,August,7003
5/25/2020,6,7,Wind,146,Monday,May,2387
3/21/2020,18,19,Wind,81,Saturday,March,8807
6/8/2021,2,3,Wind,159,Tuesday,June,957
7/22/2022,15,16,Solar,203,Friday,July,5345
1/14/2023,10,11,Wind,14,Saturday,January,17819
2/26/2023,6,7,Wind,57,Sunday,February,11386
7/12/2024,6,7,Wind,194,Friday,July,4854
3/29/2021,5,6,Wind,88,Monday,March,3707
3/3/2024,7,8,Wind,63,Sunday,March,3110
5/4/2024,15,16,Wind,125,Saturday,May,8134
1/30/2020,2,3,Wind,30,Thursday,January,5963
3/29/2023,6,7,Wind,88,Wednesday,March,4527
11/21/2023,19,20,Wind,325,Tuesday,November,7349
1/22/2024,14,15,Wind,22,Monday,January,17458
7/5/2021,17,18,Wind,186,Monday,July,7296
10/14/2020,5,6,Wind,288,Wednesday,October,2376
9/13/2023,17,18,Solar,256,Wednesday,September,4039
3/21/2022,19,20,Wind,80,Monday,March,3720
1/9/2022,6,7,Wind,9,Sunday,January,10140
7/18/2025,20,21,Wind,199,Friday,July,2726
9/1/2025,15,16,Wind,244,Monday,September,12357
10/21/2023,0,1,Wind,294,Saturday,October,12370
5/7/2023,11,12,Solar,127,Sunday,May,4691
10/12/2022,6,7,Wind,285,Wednesday,October,427
2/4/2021,0,1,Wind,35,Thursday,February,5938
1/22/2022,7,8,Wind,22,Saturday,January,2720
3/25/2022,4,5,Wind,84,Friday,March,4165
1/4/2022,17,18,Wind,4,Tuesday,January,6526
8/5/2024,10,11,Solar,218,Monday,August,6241
4/13/2022,13,14,Solar,103,Wednesday,April,3987
12/21/2020,17,18,Wind,356,Monday,December,11325
4/22/2024,10,11,Solar,113,Monday,April,10244
1/13/2025,1,2,Wind,13,Monday,January,5184
7/29/2021,23,0,Wind,210,Thursday,July,1104
11/20/2023,3,4,Wind,324,Monday,November,9883
5/16/2025,17,18,Wind,136,Friday,May,6727
5/2/2020,19,20,Wind,123,Saturday,May,2937
2/5/2025,16,17,Solar,36,Wednesday,February,3938
4/27/2022,23,0,Wind,117,Wednesday,April,7348
4/3/2024,15,16,Wind,94,Wednesday,April,18694
12/6/2021,2,3,Wind,340,Monday,December,3292
4/5/2022,2,3,Wind,95,Tuesday,April,7223
6/13/2022,2,3,Wind,164,Monday,June,4188
11/16/2022,13,14,Wind,320,Wednesday,November,12169
12/16/2020,22,23,Wind,351,Wednesday,December,7219
3/10/2024,3,4,Wind,70,Sunday,March,3080
1/30/2020,4,5,Wind,30,Thursday,January,6314
4/4/2025,17,18,Wind,94,Friday,April,9346
10/26/2025,11,12,Wind,299,Sunday,October,14029
4/9/2021,2,3,Wind,99,Friday,April,3155
10/9/2021,7,8,Wind,282,Saturday,October,2659
4/2/2022,15,16,Wind,92,Saturday,April,12750
10/15/2024,9,10,Wind,289,Tuesday,October,5379
7/21/2020,2,3,Wind,203,Tuesday,July,4691
10/19/2022,14,15,Wind,292,Wednesday,October,9367
8/14/2020,2,3,Wind,227,Friday,August,2037
11/8/2024,21,22,Wind,313,Friday,November,1954
1/3/2021,4,5,Wind,3,Sunday,January,1534
10/27/2023,16,17,Wind,300,Friday,October,10295
12/25/2024,21,22,Wind,360,Wednesday,December,1835
12/23/2021,9,10,Wind,357,Thursday,December,9101
10/3/2021,8,9,Wind,276,Sunday,October,8874
7/12/2024,10,11,Wind,194,Friday,July,6364
8/10/2021,3,4,Wind,222,Tuesday,August,1108
10/6/2024,1,2,Wind,280,Sunday,October,8540
6/8/2021,15,16,Solar,159,Tuesday,June,4784
12/22/2022,21,22,Wind,356,Thursday,December,11479
7/23/2021,3,4,Wind,204,Friday,July,3761
10/13/2020,19,20,Wind,287,Tuesday,October,3135
7/18/2025,4,5,Wind,199,Friday,July,1255
10/18/2023,12,13,Wind,291,Wednesday,October,12878
2/25/2022,17,18,Wind,56,Friday,February,4954
9/12/2024,7,8,Wind,256,Thursday,September,3200
2/14/2021,18,19,Wind,45,Sunday,February,10190
12/28/2022,10,11,Wind,362,Wednesday,December,14488
9/23/2024,12,13,Solar,267,Monday,September,9411
12/27/2024,18,19,Wind,362,Friday,December,478
6/22/2022,8,9,Wind,173,Wednesday,June,2988
6/28/2025,2,3,Wind,179,Saturday,June,1570
8/10/2024,10,11,Solar,223,Saturday,August,3363
10/22/2025,1,2,Wind,295,Wednesday,October,3358
11/5/2025,9,10,Wind,309,Wednesday,November,14554
1/10/2023,6,7,Wind,10,Tuesday,January,7280
6/4/2025,17,18,Wind,155,Wednesday,June,8170
2/2/2020,11,12,Wind,33,Sunday,February,14019
6/13/2023,10,11,Solar,164,Tuesday,June,4848
2/28/2022,23,0,Wind,59,Monday,February,3412
6/5/2025,12,13,Wind,156,Thursday,June,9745
8/11/2020,20,21,Wind,224,Tuesday,August,1741
8/23/2020,23,0,Wind,236,Sunday,August,2394
1/21/2023,21,22,Wind,21,Saturday,January,8012
10/18/2023,5,6,Wind,291,Wednesday,October,11012
8/6/2021,6,7,Wind,218,Friday,August,6061
12/31/2021,3,4,Wind,365,Friday,December,6004
3/6/2021,22,23,Wind,65,Saturday,March,4975
10/31/2020,2,3,Wind,305,Saturday,October,2111
11/24/2022,1,2,Wind,328,Thursday,November,11794
1/16/2024,17,18,Wind,16,Tuesday,January,1469
3/30/2024,21,22,Wind,90,Saturday,March,7540
3/21/2022,22,23,Wind,80,Monday,March,5004
2/4/2020,17,18,Wind,35,Tuesday,February,10225
2/18/2022,6,7,Wind,49,Friday,February,12932
6/26/2024,19,20,Solar,178,Wednesday,June,2618
6/22/2023,2,3,Wind,173,Thursday,June,3123
3/29/2020,18,19,Wind,89,Sunday,March,13447
8/2/2020,16,17,Wind,215,Sunday,August,5716
9/10/2023,1,2,Wind,253,Sunday,September,3467
9/17/2022,21,22,Wind,260,Saturday,September,3461
8/14/2023,9,10,Solar,226,Monday,August,4385
4/14/2022,8,9,Wind,104,Thursday,April,2164
7/14/2025,6,7,Wind,195,Monday,July,5524
9/2/2020,7,8,Wind,246,Wednesday,September,1000
6/6/2021,2,3,Wind,157,Sunday,June,1515
3/29/2024,10,11,Wind,89,Friday,March,12530
7/6/2022,21,22,Wind,187,Wednesday,July,2878
4/11/2020,22,23,Wind,102,Saturday,April,983
12/11/2020,7,8,Wind,346,Friday,December,8460
5/16/2025,8,9,Wind,136,Friday,May,7514
5/23/2020,22,23,Wind,144,Saturday,May,4615
3/9/2025,21,22,Wind,68,Sunday,March,2394
2/14/2021,11,12,Wind,45,Sunday,February,9627
12/4/2020,16,17,Wind,339,Friday,December,5061
10/16/2020,8,9,Wind,290,Friday,October,3025
10/23/2022,22,23,Wind,296,Sunday,October,12731
6/27/2020,20,21,Wind,179,Saturday,June,5498
11/12/2022,22,23,Wind,316,Saturday,November,3209
2/8/2021,11,12,Solar,39,Monday,February,2264
7/5/2020,2,3,Wind,187,Sunday,July,7204
11/25/2024,21,22,Wind,330,Monday,November,6886
3/11/2023,11,12,Wind,70,Saturday,March,6247
8/27/2021,18,19,Wind,239,Friday,August,5983
10/30/2025,21,22,Wind,303,Thursday,October,9268
11/17/2024,9,10,Wind,322,Sunday,November,5156
11/4/2024,5,6,Wind,309,Monday,November,2711
9/28/2022,22,23,Wind,271,Wednesday,September,2612
2/28/2020,17,18,Wind,59,Friday,February,10484
9/20/2020,15,16,Solar,264,Sunday,September,2485
1/1/2023,6,7,Wind,1,Sunday,January,9308
12/12/2020,17,18,Wind,347,Saturday,December,5880
5/22/2023,21,22,Wind,142,Monday,May,5031
6/19/2024,8,9,Wind,171,Wednesday,June,5936
2/20/2022,18,19,Wind,51,Sunday,February,15715
6/22/2021,8,9,Wind,173,Tuesday,June,5021
1/14/2022,20,21,Wind,14,Friday,January,488
8/23/2021,4,5,Wind,235,Monday,August,2557
4/10/2021,1,2,Wind,100,Saturday,April,4130
6/16/2022,0,1,Wind,167,Thursday,June,3101
11/19/2023,7,8,Wind,323,Sunday,November,12047
3/31/2021,8,9,Wind,90,Wednesday,March,2922
3/10/2020,14,15,Wind,70,Tuesday,March,13585
1/1/2023,12,13,Wind,1,Sunday,January,10436
7/31/2021,9,10,Wind,212,Saturday,July,3783
7/13/2022,6,7,Wind,194,Wednesday,July,1185
5/6/2023,1,2,Wind,126,Saturday,May,1487
1/27/2025,12,13,Wind,27,Monday,January,19864
3/31/2024,4,5,Wind,91,Sunday,March,7615
2/10/2021,9,10,Wind,41,Wednesday,February,7995
8/6/2023,12,13,Wind,218,Sunday,August,17115
1/25/2025,14,15,Wind,25,Saturday,January,5602
12/28/2022,11,12,Wind,362,Wednesday,December,15763
3/5/2023,8,9,Wind,64,Sunday,March,2713
1/9/2025,9,10,Wind,9,Thursday,January,14926
12/20/2024,22,23,Wind,355,Friday,December,12692
12/25/2020,0,1,Wind,360,Friday,December,7148
7/18/2022,9,10,Solar,199,Monday,July,4580
12/26/2021,7,8,Wind,360,Sunday,December,2618
8/29/2025,7,8,Wind,241,Friday,August,10534
7/12/2025,21,22,Wind,193,Saturday,July,3741
3/17/2024,17,18,Wind,77,Sunday,March,2963
4/5/2024,13,14,Wind,96,Friday,April,17174
1/1/2024,21,22,Wind,1,Monday,January,16738
8/18/2020,1,2,Wind,231,Tuesday,August,1237
10/13/2020,0,1,Wind,287,Tuesday,October,2835
11/7/2025,23,0,Wind,311,Friday,November,2725
7/26/2023,15,16,Solar,207,Wednesday,July,8836
5/21/2021,5,6,Wind,141,Friday,May,9113
3/16/2020,21,22,Wind,76,Monday,March,1514
9/2/2023,6,7,Wind,245,Saturday,September,1952
10/12/2020,22,23,Wind,286,Monday,October,2847
12/19/2024,15,16,Wind,354,Thursday,December,17875
6/15/2021,0,1,Wind,166,Tuesday,June,2417
9/21/2020,19,20,Wind,265,Monday,September,863
11/13/2023,17,18,Wind,317,Monday,November,15862
11/21/2023,3,4,Wind,325,Tuesday,November,3879
9/22/2024,23,0,Wind,266,Sunday,September,3634
4/20/2023,21,22,Wind,110,Thursday,April,3479
1/11/2025,13,14,Solar,11,Saturday,January,5144
4/25/2022,10,11,Solar,115,Monday,April,5175
2/17/2025,3,4,Wind,48,Monday,February,4015
1/6/2021,5,6,Wind,6,Wednesday,January,1272
5/4/2025,13,14,Wind,124,Sunday,May,6693
12/10/2023,7,8,Wind,344,Sunday,December,13539
1/31/2021,7,8,Wind,31,Sunday,January,2704
3/30/2025,14,15,Wind,89,Sunday,March,8047
12/2/2024,4,5,Wind,337,Monday,December,7446
7/4/2024,19,20,Wind,186,Thursday,July,10930
4/29/2025,14,15,Solar,119,Tuesday,April,5531
6/12/2022,7,8,Wind,163,Sunday,June,2670
7/20/2022,14,15,Solar,201,Wednesday,July,8048
3/8/2025,4,5,Wind,67,Saturday,March,10795
11/20/2022,12,13,Wind,324,Sunday,November,11504
9/2/2022,7,8,Wind,245,Friday,September,2253
11/10/2023,5,6,Wind,314,Friday,November,13071
8/30/2020,13,14,Wind,243,Sunday,August,6249
3/17/2023,0,1,Wind,76,Friday,March,8567
1/23/2020,14,15,Wind,23,Thursday,January,3879
4/21/2022,14,15,Wind,111,Thursday,April,7386
5/23/2022,1,2,Wind,143,Monday,May,2742
2/21/2021,19,20,Wind,52,Sunday,February,6997
9/19/2025,9,10,Wind,262,Friday,September,8774
6/10/2024,23,0,Wind,162,Monday,June,2680
4/5/2020,1,2,Wind,96,Sunday,April,7263
12/29/2022,0,1,Wind,363,Thursday,December,15627
12/11/2023,6,7,Wind,345,Monday,December,12685
7/6/2022,17,18,Solar,187,Wednesday,July,7297
10/5/2023,7,8,Wind,278,Thursday,October,1011
9/21/2023,19,20,Wind,264,Thursday,September,5728
9/23/2024,13,14,Solar,267,Monday,September,9373
10/12/2020,12,13,Solar,286,Monday,October,4266
7/14/2024,5,6,Wind,196,Sunday,July,548
2/19/2021,2,3,Wind,50,Friday,February,4884
8/16/2022,19,20,Wind,228,Tuesday,August,1646
2/12/2020,21,22,Wind,43,Wednesday,February,4044
10/22/2020,8,9,Wind,296,Thursday,October,5132
10/20/2025,20,21,Wind,293,Monday,October,16498
4/26/2024,2,3,Wind,117,Friday,April,2572
10/28/2025,18,19,Wind,301,Tuesday,October,6718
6/27/2021,2,3,Wind,178,Sunday,June,3926
1/15/2020,1,2,Wind,15,Wednesday,January,12014
5/23/2024,20,21,Wind,144,Thursday,May,1511
5/9/2025,5,6,Wind,129,Friday,May,5025
11/15/2020,20,21,Wind,320,Sunday,November,12335
9/14/2021,4,5,Wind,257,Tuesday,September,3051
12/22/2023,22,23,Wind,356,Friday,December,14088
3/4/2024,21,22,Wind,64,Monday,March,5529
12/21/2021,0,1,Wind,355,Tuesday,December,3368
6/17/2023,8,9,Solar,168,Saturday,June,3038
10/22/2024,19,20,Wind,296,Tuesday,October,1043
12/27/2021,3,4,Wind,361,Monday,December,4472
10/13/2020,11,12,Wind,287,Tuesday,October,5705
6/29/2020,10,11,Wind,181,Monday,June,6311
7/30/2023,0,1,Wind,211,Sunday,July,4502
10/6/2024,19,20,Wind,280,Sunday,October,7577
9/13/2025,13,14,Wind,256,Saturday,September,8706
6/15/2025,19,20,Wind,166,Sunday,June,5419
11/29/2023,15,16,Wind,333,Wednesday,November,2018
1/25/2023,4,5,Wind,25,Wednesday,January,1775
5/5/2025,23,0,Wind,125,Monday,May,10289
8/27/2021,16,17,Solar,239,Friday,August,7403
1/1/2025,10,11,Wind,1,Wednesday,January,16789
1/16/2022,20,21,Wind,16,Sunday,January,2168
1/25/2024,11,12,Wind,25,Thursday,January,7180
6/10/2024,12,13,Wind,162,Monday,June,14996
4/8/2025,6,7,Wind,98,Tuesday,April,2276
8/5/2020,21,22,Wind,218,Wednesday,August,882
5/16/2020,13,14,Solar,137,Saturday,May,3993
10/6/2025,14,15,Solar,279,Monday,October,10214
9/29/2023,8,9,Wind,272,Friday,September,8861
1/17/2020,5,6,Wind,17,Friday,January,8520
1/30/2020,12,13,Wind,30,Thursday,January,9897
7/11/2020,9,10,Solar,193,Saturday,July,3336
5/2/2021,4,5,Wind,122,Sunday,May,1696
1/13/2023,23,0,Wind,13,Friday,January,8534
5/24/2020,11,12,Solar,145,Sunday,May,5543
7/8/2024,6,7,Wind,190,Monday,July,721
7/19/2022,16,17,Wind,200,Tuesday,July,10306
7/21/2024,9,10,Wind,203,Sunday,July,4296
6/23/2023,10,11,Solar,174,Friday,June,5939
12/8/2023,4,5,Wind,342,Friday,December,4935
3/1/2025,9,10,Wind,60,Saturday,March,9595
2/25/2024,0,1,Wind,56,Sunday,February,9401
2/23/2021,18,19,Wind,54,Tuesday,February,6648
5/18/2021,11,12,Solar,138,Tuesday,May,5164
9/20/2025,9,10,Wind,263,Saturday,September,10677
10/22/2025,18,19,Wind,295,Wednesday,October,7401
10/1/2025,3,4,Wind,274,Wednesday,October,2001
12/7/2023,18,19,Wind,341,Thursday,December,11630
3/2/2024,6,7,Wind,62,Saturday,March,10829
6/17/2022,16,17,Solar,168,Friday,June,5651
9/17/2023,19,20,Wind,260,Sunday,September,3487
2/1/2025,10,11,Solar,32,Saturday,February,4951
12/16/2024,11,12,Wind,351,Monday,December,8376
5/8/2025,11,12,Solar,128,Thursday,May,11435
12/14/2023,12,13,Wind,348,Thursday,December,7022
2/27/2023,7,8,Wind,58,Monday,February,12827
12/3/2023,6,7,Wind,337,Sunday,December,7397
10/29/2025,19,20,Wind,302,Wednesday,October,8656
3/17/2023,7,8,Wind,76,Friday,March,7534
7/4/2022,2,3,Wind,185,Monday,July,3026
4/11/2021,5,6,Wind,101,Sunday,April,5100
12/26/2021,15,16,Wind,360,Sunday,December,3470
8/23/2025,7,8,Wind,235,Saturday,August,1894
12/12/2024,12,13,Solar,347,Thursday,December,5634
8/21/2022,5,6,Wind,233,Sunday,August,545
6/21/2022,7,8,Wind,172,Tuesday,June,3135
7/26/2023,2,3,Wind,207,Wednesday,July,2967
10/3/2024,9,10,Wind,277,Thursday,October,8391
1/1/2021,23,0,Wind,1,Friday,January,1153
9/8/2023,10,11,Solar,251,Friday,September,5091
1/10/2025,12,13,Wind,10,Friday,January,5634
9/3/2023,20,21,Wind,246,Sunday,September,6389
3/20/2023,0,1,Wind,79,Monday,March,1603
7/15/2022,16,17,Solar,196,Friday,July,6905
4/2/2023,5,6,Wind,92,Sunday,April,9001
6/27/2024,5,6,Wind,179,Thursday,June,881
6/14/2020,23,0,Wind,166,Sunday,June,1650
12/7/2023,3,4,Wind,341,Thursday,December,4529
8/18/2023,18,19,Solar,230,Friday,August,4478
4/11/2024,23,0,Wind,102,Thursday,April,1185
11/24/2023,7,8,Wind,328,Friday,November,7816
9/20/2024,7,8,Wind,264,Friday,September,5558
4/4/2021,19,20,Wind,94,Sunday,April,2015
3/1/2023,8,9,Wind,60,Wednesday,March,8783
6/7/2022,18,19,Wind,158,Tuesday,June,7733
1/14/2024,9,10,Wind,14,Sunday,January,1428
3/3/2022,21,22,Wind,62,Thursday,March,1064
10/21/2024,11,12,Solar,295,Monday,October,7079
10/27/2024,0,1,Wind,301,Sunday,October,1696
12/3/2021,20,21,Wind,337,Friday,December,10778
6/24/2020,1,2,Wind,176,Wednesday,June,5914
2/21/2022,0,1,Wind,52,Monday,February,15347
3/12/2021,20,21,Wind,71,Friday,March,12221
3/3/2020,5,6,Wind,63,Tuesday,March,4667
9/10/2023,3,4,Wind,253,Sunday,September,3394
10/4/2020,20,21,Wind,278,Sunday,October,10074
4/8/2023,13,14,Solar,98,Saturday,April,8694
12/5/2022,16,17,Wind,339,Monday,December,1131
7/31/2023,18,19,Wind,212,Monday,July,14470
11/25/2025,8,9,Wind,329,Tuesday,November,12389
3/13/2021,19,20,Wind,72,Saturday,March,12688
11/20/2025,18,19,Wind,324,Thursday,November,3836
4/6/2022,1,2,Wind,96,Wednesday,April,5451
1/13/2020,1,2,Wind,13,Monday,January,2829
1/1/2024,0,1,Wind,1,Monday,January,15516
10/17/2022,15,16,Solar,290,Monday,October,4988
10/12/2021,5,6,Wind,285,Tuesday,October,2492
1/23/2020,13,14,Wind,23,Thursday,January,4071
9/15/2020,22,23,Wind,259,Tuesday,September,800
5/4/2024,2,3,Wind,125,Saturday,May,1896
10/3/2024,16,17,Wind,277,Thursday,October,9834
3/30/2020,10,11,Wind,90,Monday,March,11170
3/20/2024,7,8,Wind,80,Wednesday,March,3337
1/14/2022,7,8,Wind,14,Friday,January,961
3/8/2023,7,8,Wind,67,Wednesday,March,12711
12/30/2023,16,17,Wind,364,Saturday,December,10028
1/7/2023,0,1,Wind,7,Saturday,January,8048
12/13/2020,8,9,Wind,348,Sunday,December,3742
1/22/2020,2,3,Wind,22,Wednesday,January,3140
8/15/2023,23,0,Wind,227,Tuesday,August,1203
4/12/2022,2,3,Wind,102,Tuesday,April,8588
9/1/2023,23,0,Wind,244,Friday,September,1452
12/24/2022,7,8,Wind,358,Saturday,December,6737
9/12/2024,8,9,Wind,256,Thursday,September,3590
1/19/2025,6,7,Wind,19,Sunday,January,823
2/17/2022,6,7,Wind,48,Thursday,February,14817
2/12/2021,21,22,Wind,43,Friday,February,8822
8/7/2024,7,8,Wind,220,Wednesday,August,2192
9/14/2023,13,14,Solar,257,Thursday,September,6568
7/18/2022,17,18,Solar,199,Monday,July,5861
1/4/2020,6,7,Wind,4,Saturday,January,3231
7/5/2023,7,8,Wind,186,Wednesday,July,8771
3/30/2021,22,23,Wind,89,Tuesday,March,1615
5/13/2020,7,8,Wind,134,Wednesday,May,4225
4/17/2023,14,15,Solar,107,Monday,April,10467
3/11/2022,14,15,Wind,70,Friday,March,14835
3/28/2024,15,16,Wind,88,Thursday,March,22347
5/15/2023,6,7,Wind,135,Monday,May,2543
9/28/2022,11,12,Wind,271,Wednesday,September,6066
3/23/2024,1,2,Wind,83,Saturday,March,8305
6/28/2021,23,0,Wind,179,Monday,June,1737
5/17/2022,11,12,Solar,137,Tuesday,May,6618
6/1/2025,15,16,Solar,152,Sunday,June,3789
8/19/2024,17,18,Solar,232,Monday,August,6588
8/14/2021,14,15,Solar,226,Saturday,August,5104
6/5/2021,6,7,Wind,156,Saturday,June,2747
4/21/2024,10,11,Wind,112,Sunday,April,12962
4/17/2024,6,7,Wind,108,Wednesday,April,4985
7/20/2021,5,6,Wind,201,Tuesday,July,2869
10/12/2025,19,20,Wind,285,Sunday,October,5609
8/14/2020,6,7,Wind,227,Friday,August,1956
8/12/2023,22,23,Wind,224,Saturday,August,1562
2/1/2023,5,6,Wind,32,Wednesday,February,7307
2/25/2021,5,6,Wind,56,Thursday,February,4287
8/27/2022,7,8,Wind,239,Saturday,August,2324
5/4/2023,9,10,Wind,124,Thursday,May,8283
5/25/2020,12,13,Solar,146,Monday,May,5786
11/30/2025,21,22,Wind,334,Sunday,November,5281
8/4/2024,0,1,Wind,217,Sunday,August,3115
8/4/2021,2,3,Wind,216,Wednesday,August,884
1/22/2023,20,21,Wind,22,Sunday,January,3745
6/28/2023,3,4,Wind,179,Wednesday,June,2199
11/14/2023,15,16,Wind,318,Tuesday,November,16615
5/1/2022,10,11,Solar,121,Sunday,May,4800
9/20/2023,0,1,Wind,263,Wednesday,September,6935
2/11/2020,0,1,Wind,42,Tuesday,February,13006
5/3/2024,5,6,Wind,124,Friday,May,8551
10/18/2023,20,21,Wind,291,Wednesday,October,12875
7/27/2023,17,18,Wind,208,Thursday,July,12575
2/27/2021,22,23,Wind,58,Saturday,February,8492
7/20/2022,3,4,Wind,201,Wednesday,July,2488
2/5/2022,12,13,Solar,36,Saturday,February,7317
